gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
NOC4L	398738	124196	112826	4	3	4	1	0	20	1.282963e+00	7.911892e-01	8.239783e+00	4.716630e-01	1
FBXW4	437423	129490	130662	2	2	2	1	0	20	8.272155e-01	7.914456e-01	5.206642e+00	3.024560e-01	1
DUSP7	352603	106096	31402	3	3	3	1	0	10	1.063028e+00	7.915153e-01	8.454581e+00	4.430420e-01	1
MYO5C	2396604	603057	685384	8	8	8	2	0	12	7.015370e-01	7.916045e-01	2.993872e+01	7.612820e-01	1
NFATC1	1041980	341284	161756	9	9	9	6	0	5	1.055636e+00	7.916846e-01	2.695483e+01	6.385130e-01	1
NEIL1	594441	189871	208572	2	2	2	0	0	20	6.450438e-01	7.918520e-01	6.014947e+00	5.139720e-01	1
HDGFRP2	420415	116258	109466	3	3	3	1	0	3	3.675993e-01	7.918986e-01	1.136415e+01	6.747760e-01	1
ABLIM2	664819	181821	268912	4	4	4	4	1	20	1.016102e+00	7.919215e-01	1.069869e+01	9.308810e-01	1
SHARPIN	406906	138019	95130	3	2	3	1	0	19	8.556205e-01	7.919242e-01	5.599315e+00	6.155340e-01	1
LYG1	262414	74879	84980	1	1	1	1	0	20	8.277285e-01	7.920289e-01	2.351853e+00	3.043330e-01	1
LACE1	649531	174107	190848	2	2	2	4	0	20	7.563483e-01	7.920409e-01	7.223814e+00	6.945770e-01	1
NAGLU	707470	216447	87094	5	5	5	1	0	3	7.486890e-01	7.921271e-01	1.543954e+01	5.089620e-01	1
ZNF143	847259	239838	225148	4	4	4	1	0	17	7.976641e-01	7.922182e-01	1.068534e+01	5.595420e-01	1
PRSS54	563479	155923	90202	2	2	1	4	0	20	1.335462e+00	7.922470e-01	1.117408e+01	7.994970e-01	1
FAM65A	1499608	503801	282996	6	5	6	3	0	20	6.757959e-01	7.923980e-01	1.860123e+01	4.766730e-01	1
GNL3L	742516	202484	187180	9	8	9	2	0	3	1.196519e+00	7.927633e-01	1.980991e+01	4.702200e-01	1
OSGIN2	678266	191812	75306	4	4	4	0	0	2	8.384162e-01	7.928076e-01	1.613377e+01	5.231970e-01	1
CLPX	813364	235446	203672	3	3	3	1	0	20	5.713466e-01	7.928459e-01	6.964626e+00	5.919230e-01	1
RTN4RL1	409189	128308	4410	3	3	3	2	0	20	1.040481e+00	7.929584e-01	7.294042e+00	8.017760e-01	1
SLC10A7	464671	141904	178906	5	5	4	2	0	10	2.147732e+00	7.930548e-01	1.408036e+01	6.251180e-01	1
APOL5	565280	172278	61628	5	5	5	4	0	20	1.690621e+00	7.931188e-01	1.415597e+01	7.196640e-01	1
UBIAD1	428443	144691	44716	4	4	4	3	0	8	1.508405e+00	7.931989e-01	1.041773e+01	9.274840e-01	1
PARP10	1081383	377154	127792	5	5	5	5	1	19	8.502007e-01	7.932243e-01	1.661588e+01	6.686660e-01	1
TMEM123	243216	79946	72128	1	1	1	2	0	11	9.398969e-01	7.932317e-01	2.925374e+00	4.226670e-01	1
HECTD1	3478127	985925	609588	20	18	20	5	0	1	4.590550e-01	7.933311e-01	4.288140e+01	6.143480e-01	1
DHRS7B	412567	132277	94052	1	1	1	0	0	6	4.683631e-01	7.934502e-01	5.552045e+00	3.096910e-01	1
POLD3	634417	172250	189868	2	2	2	0	0	18	8.161504e-01	7.937552e-01	6.575725e+00	5.938620e-01	1
C9orf72	642694	178387	140686	4	4	4	3	0	20	1.685149e+00	7.937743e-01	1.377428e+01	7.195460e-01	1
STOML2	469542	152010	155554	2	2	2	1	0	20	9.642407e-01	7.939556e-01	6.672422e+00	6.015230e-01	1
ARID3A	428773	131627	80136	2	2	2	0	0	20	1.013817e+00	7.940255e-01	6.881015e+00	7.462920e-01	1
THSD7B	2031201	552981	307958	59	51	59	15	0	4	3.500928e+00	7.940538e-01	9.843772e+01	1.065050e+00	1
PDE8B	1061871	279979	372946	10	10	10	4	0	5	1.023395e+00	7.940727e-01	2.303708e+01	7.811310e-01	1
DDX41	815672	233194	240338	3	3	3	0	0	20	4.869080e-01	7.941015e-01	7.500288e+00	5.822630e-01	1
G2E3	962727	239978	209636	9	9	8	2	0	7	1.690033e+00	7.942702e-01	2.597291e+01	7.460290e-01	1
MAP2K5	567053	151475	412706	4	3	4	2	0	20	9.534247e-01	7.943733e-01	7.330711e+00	6.247970e-01	1
AGAP2	1006168	320742	245686	11	11	11	4	0	2	8.900063e-01	7.948131e-01	3.025783e+01	4.822830e-01	1
SSSCA1	247437	82310	53186	1	1	1	1	0	19	7.192426e-01	7.950774e-01	2.741123e+00	5.139400e-01	1
PRSS1	331072	96273	98588	27	26	24	10	0	0	7.358542e+00	7.953863e-01	5.671794e+01	1.096321e+00	1
LPAR2	368681	126056	37926	3	3	3	0	0	20	1.486048e+00	7.953932e-01	9.016750e+00	5.989270e-01	1
PIK3R1	1049740	269733	275366	4	4	4	3	0	20	1.229392e+00	7.955416e-01	1.870642e+01	4.749880e-01	1
GALNS	483384	140044	135002	3	2	3	3	0	20	7.809047e-01	7.956579e-01	5.773591e+00	6.081320e-01	1
JOSD2	158536	51485	49812	1	1	1	1	0	20	1.159928e+00	7.960938e-01	2.516233e+00	3.031910e-01	1
CTSA	991353	302160	265748	5	4	5	2	0	6	5.908348e-01	7.963642e-01	1.672371e+01	6.282080e-01	1
TULP2	697585	201019	186228	3	3	3	1	0	20	6.295160e-01	7.964324e-01	7.966439e+00	4.347780e-01	1
AREG	315734	83100	44100	1	1	1	0	0	20	6.718519e-01	7.965047e-01	2.363814e+00	2.142060e-01	1
RAD9A	656819	199582	155274	2	2	2	1	0	20	4.424325e-01	7.965836e-01	5.388083e+00	6.019990e-01	1
SLMAP	1107079	281133	328356	4	4	4	0	0	3	1.407348e-01	7.966100e-01	1.651564e+01	5.826350e-01	1
AMDHD2	863232	274514	127246	3	3	3	1	0	20	6.343672e-01	7.966641e-01	1.081581e+01	6.618820e-01	1
TRIM62	491275	148013	58436	2	2	2	1	0	20	7.543695e-01	7.966987e-01	5.856539e+00	8.328350e-01	1
ANXA1	475875	129490	207032	1	1	1	1	0	18	9.721259e-01	7.968303e-01	5.935662e+00	4.202200e-01	1
TAF9B	338926	99651	113582	5	5	5	1	0	1	1.051609e+00	7.971162e-01	1.222570e+01	1.028486e+00	1
PEX7	387879	104155	142058	1	1	1	0	0	20	6.822646e-01	7.972319e-01	2.696153e+00	3.762830e-01	1
CAPZA3	408766	105281	38220	6	6	6	2	2	15	3.598475e+00	7.972533e-01	1.874311e+01	8.196710e-01	1
ANKRD33	596357	175121	64820	10	9	9	2	11	5	1.604939e+00	7.974419e-01	1.886611e+01	5.263190e-01	1
FILIP1L	1533189	402010	88508	4	4	3	2	0	20	7.648302e-01	7.975471e-01	1.658591e+01	5.030670e-01	1
TPRG1	372171	103029	78414	3	3	2	1	0	6	1.349370e+00	7.977142e-01	7.984087e+00	6.105460e-01	1
C4orf19	417802	115415	37576	1	1	1	0	0	8	8.634798e-01	7.979451e-01	6.349463e+00	3.414710e-01	1
BACE2	648775	188465	130452	6	6	6	3	0	4	1.517836e+00	7.981505e-01	1.832439e+01	5.628610e-01	1
SLC28A1	845231	261823	267330	6	5	6	4	0	8	8.377258e-01	7.983704e-01	1.321727e+01	1.036061e+00	1
FAM175B	568179	146999	137886	3	3	3	0	0	20	9.220544e-01	7.984692e-01	7.748202e+00	5.167670e-01	1
PRL	298446	86702	75670	3	3	3	1	0	20	1.869631e+00	7.987009e-01	7.728714e+00	1.515830e+00	1
SF3B3	1691560	501717	494508	7	6	7	5	0	20	7.770148e-01	7.987303e-01	2.059823e+01	9.092370e-01	1
TAF8	396915	117667	135954	1	1	1	0	0	20	6.870411e-01	7.987892e-01	3.072817e+00	4.747040e-01	1
COG6	841738	229844	266994	5	4	5	0	0	8	8.660275e-01	7.988857e-01	1.240883e+01	7.532400e-01	1
FAM166B	392050	125269	69594	1	1	1	0	0	20	4.837275e-01	7.991507e-01	2.669751e+00	1.854530e-01	1
GPM6B	484124	130053	155778	2	2	2	0	5	20	1.355635e+00	7.992312e-01	8.904895e+00	7.916570e-01	1
MAGEC3	913276	247328	116718	27	25	25	12	9	5	4.402096e+00	7.992739e-01	5.558106e+01	6.068670e-01	1
ZNF600	978774	240401	45220	6	6	6	2	0	6	8.265370e-01	7.992819e-01	1.655911e+01	6.392850e-01	1
FLAD1	847583	274825	180124	5	5	5	2	2	20	1.002596e+00	7.994106e-01	1.358811e+01	5.244060e-01	1
PSMA8	348609	96301	127848	2	2	2	2	0	5	1.149062e+00	7.994143e-01	7.720843e+00	9.819360e-01	1
OR2M2	452680	132305	20734	37	32	34	15	0	2	1.306967e+01	7.994196e-01	7.724863e+01	8.180160e-01	1
FAM57A	251689	77131	50204	1	1	1	0	0	20	1.005671e+00	7.994200e-01	2.950761e+00	2.573010e-01	1
CYP3A5	683622	189224	266098	5	5	5	4	1	20	1.263526e+00	7.994265e-01	1.157200e+01	7.091140e-01	1
HPD	563675	150349	215208	2	2	2	3	0	20	1.026243e+00	7.996564e-01	8.918744e+00	7.171770e-01	1
SEPHS1	511627	147450	116340	4	4	4	1	0	2	4.165575e-01	7.998128e-01	1.387726e+01	8.008380e-01	1
ZDHHC17	701025	177065	143038	3	3	3	1	0	1	6.132435e-01	7.998675e-01	1.062744e+01	8.557910e-01	1
ARSA	413995	137285	66598	2	2	2	1	0	20	8.575720e-01	7.998837e-01	5.725683e+00	5.603310e-01	1
TBC1D26	306300	79946	130480	2	2	2	1	0	9	1.055275e+00	7.999337e-01	5.144452e+00	7.723180e-01	1
ZNF324	630112	201442	34174	3	3	3	0	0	20	8.782838e-01	8.000635e-01	1.095302e+01	5.776900e-01	1
NCKIPSD	771108	250815	143892	6	5	6	2	0	14	1.160707e+00	8.000937e-01	1.596204e+01	5.008220e-01	1
MAN2A2	1449999	445190	331464	5	5	5	4	0	16	6.607907e-01	8.001825e-01	1.727233e+01	4.909820e-01	1
C16orf71	635823	195980	118930	2	2	2	2	0	20	5.903272e-01	8.002161e-01	5.777601e+00	3.095570e-01	1
DNMT1	2051731	558465	566944	8	8	8	3	0	20	8.123721e-01	8.002430e-01	2.816096e+01	4.955950e-01	1
CLCN2	1118759	355673	328468	5	5	5	1	0	20	7.533743e-01	8.004036e-01	1.446151e+01	4.748020e-01	1
ACMSD	463968	122762	163912	2	2	2	2	0	20	1.182891e+00	8.004840e-01	7.884729e+00	7.643330e-01	1
LIPE	1207498	401195	120260	5	4	5	2	0	20	5.065188e-01	8.004986e-01	1.130252e+01	7.498130e-01	1
CASZ1	1808425	540729	214830	12	12	12	3	0	20	8.374606e-01	8.007093e-01	2.839334e+01	4.990600e-01	1
ZKSCAN3	722976	194798	88424	6	5	6	0	0	9	1.209707e+00	8.008042e-01	1.507171e+01	9.304250e-01	1
SHBG	488740	154853	112420	4	4	4	0	0	4	9.569047e-01	8.008176e-01	1.187005e+01	8.076860e-01	1
GSTCD	838730	230774	155680	3	3	3	0	0	20	9.422475e-01	8.008360e-01	1.064032e+01	7.538450e-01	1
KBTBD3	890946	232012	44800	9	9	9	0	0	11	2.036913e+00	8.008793e-01	2.512921e+01	7.051830e-01	1
RSPH3	732351	217290	116830	5	4	5	0	0	20	7.578513e-01	8.012019e-01	9.033511e+00	1.020110e+00	1
OR51A4	396520	121664	18984	12	10	12	6	0	6	4.186513e+00	8.012519e-01	2.404825e+01	5.305290e-01	1
SSH1	1316568	382218	244118	9	8	9	4	1	20	8.159231e-01	8.012526e-01	1.796265e+01	1.091452e+00	1
FTL	235418	65899	63000	2	2	2	1	0	4	9.881655e-01	8.012830e-01	5.754365e+00	3.161110e-01	1
RNF144A	400265	107505	116774	8	8	8	2	0	20	3.461641e+00	8.014830e-01	2.053099e+01	1.085983e+00	1
AVIL	1178530	326428	296800	3	3	3	1	0	20	5.561523e-01	8.016184e-01	1.197133e+01	4.991200e-01	1
ALG14	283189	88954	65086	1	1	1	0	0	20	8.361323e-01	8.017554e-01	2.751837e+00	3.386480e-01	1
PHACTR2	834907	249101	226338	4	4	4	1	0	17	1.040228e+00	8.018167e-01	1.367227e+01	8.585240e-01	1
SEPT10	619947	151447	165130	2	2	2	2	1	20	1.106511e+00	8.020204e-01	8.854636e+00	7.765590e-01	1
GATAD2A	762607	247944	257530	6	6	6	2	0	3	6.647503e-01	8.020230e-01	2.055445e+01	7.868630e-01	1
NAP1L4	532175	130053	310758	2	2	2	1	0	14	7.270102e-01	8.021972e-01	5.385170e+00	3.231780e-01	1
MPP5	925121	238177	192626	2	2	2	0	0	20	4.899208e-01	8.022521e-01	6.202544e+00	6.227870e-01	1
SYT10	700400	194235	114604	28	27	28	9	0	3	5.997739e+00	8.024575e-01	6.338542e+01	9.408230e-01	1
SYNPO	859863	295995	1610	3	3	3	2	1	20	5.085268e-01	8.025487e-01	8.130832e+00	8.797990e-01	1
GPR82	432244	120426	10220	1	1	1	3	0	20	6.967832e-01	8.026078e-01	2.728798e+00	1.648720e-01	1
C9orf3	939395	256109	295624	9	9	9	3	0	2	1.152568e+00	8.026083e-01	2.782036e+01	6.078980e-01	1
GUSB	805762	231026	168952	6	6	5	5	0	13	1.693203e+00	8.026110e-01	2.430623e+01	6.104190e-01	1
NR6A1	581974	153643	277872	3	3	3	0	0	20	1.271801e+00	8.026755e-01	1.053519e+01	4.730860e-01	1
KCNA4	856858	245468	18760	41	34	38	13	0	2	5.249922e+00	8.027901e-01	7.333814e+01	7.599990e-01	1
CMIP	675130	190944	204834	2	2	2	0	0	20	7.990069e-01	8.032046e-01	8.002514e+00	4.253500e-01	1
ACBD4	454945	66064	116046	5	5	4	2	1	20	1.534525e+00	8.032404e-01	1.085291e+01	9.854550e-01	1
G6PC3	421575	133966	92918	2	2	2	0	0	7	4.122201e-01	8.035841e-01	5.582407e+00	3.119250e-01	1
TKT	796779	231757	201404	4	4	3	1	0	5	9.066832e-01	8.035885e-01	1.690266e+01	6.919870e-01	1
CD1D	418337	123888	89656	12	12	9	7	0	4	4.144765e+00	8.036323e-01	3.312367e+01	8.740680e-01	1
VTI1B	385627	114824	101038	1	1	1	0	0	20	6.272896e-01	8.038251e-01	2.935628e+00	5.546290e-01	1
HABP4	402517	113135	110670	2	2	1	0	0	20	8.371480e-01	8.038312e-01	4.325873e+00	3.784120e-01	1
CLK1	684664	158794	187950	3	3	3	2	0	20	1.127549e+00	8.038357e-01	1.072385e+01	5.727730e-01	1
SLC22A14	755347	227536	162876	4	4	4	2	0	20	9.363609e-01	8.039622e-01	1.000411e+01	8.663400e-01	1
KIF24	1797332	515711	152838	8	8	7	3	0	20	6.145039e-01	8.039843e-01	1.720852e+01	8.037880e-01	1
POLI	839430	226466	76440	3	3	3	1	0	20	1.057063e+00	8.040265e-01	1.147906e+01	1.646693e+00	1
PRDM4	1070882	302359	176022	9	9	8	0	0	4	1.032641e+00	8.040545e-01	2.264129e+01	1.880228e+00	1
PLD3	561535	172334	139790	4	4	4	2	0	20	1.106996e+00	8.041375e-01	1.009287e+01	1.132154e+00	1
FXR1	850749	230858	260876	6	6	6	4	0	4	1.275211e+00	8.042341e-01	2.592311e+01	5.103920e-01	1
NVL	1160934	328792	447440	8	8	8	1	0	0	1.847248e-01	8.042536e-01	2.341587e+01	9.901260e-01	1
KDM6A	1740519	476609	374766	12	12	12	4	0	1	8.921868e-01	8.043741e-01	4.276784e+01	5.915750e-01	1
PNKP	507291	162707	170604	3	3	2	3	1	20	8.827027e-01	8.044275e-01	7.239699e+00	8.641250e-01	1
ZHX2	1086422	319756	19250	7	7	7	2	0	10	9.132107e-01	8.045407e-01	2.057947e+01	1.325344e+00	1
RGMA	446400	134134	36106	3	3	3	0	0	20	1.307798e+00	8.047219e-01	9.257443e+00	1.082351e+00	1
SLC23A1	625633	194854	162008	3	2	3	3	1	20	7.746049e-01	8.047698e-01	6.361368e+00	7.205890e-01	1
SLC23A2	863586	264019	256368	8	8	8	3	0	20	1.559512e+00	8.049733e-01	2.068440e+01	1.033762e+00	1
TMBIM4	273111	83352	88116	1	1	1	0	0	4	9.105715e-01	8.051411e-01	3.467963e+00	4.446400e-01	1
DICER1	2590478	701949	410186	16	16	14	6	0	18	9.988094e-01	8.052019e-01	3.855765e+01	6.894590e-01	1
SHISA5	593878	205072	70490	1	1	1	0	0	20	7.364792e-01	8.052160e-01	6.346304e+00	7.603000e-01	1
FCRLB	487029	166284	94808	5	5	4	1	0	13	1.351720e+00	8.052346e-01	1.275134e+01	5.266580e-01	1
TMPPE	589402	196655	30212	4	4	4	1	0	12	9.707352e-01	8.054097e-01	1.071351e+01	8.201510e-01	1
NUDT19	303121	89405	37184	1	1	1	0	0	20	7.542268e-01	8.054566e-01	2.942720e+00	2.331730e-01	1
ST20	86702	24209	178990	1	1	1	0	1	2	1.969606e+00	8.055896e-01	3.179681e+00	2.895230e-01	1
PAPD4	656822	175177	200886	4	4	4	1	0	6	1.307056e+00	8.056851e-01	1.408402e+01	1.356478e+00	1
KAAG1	197725	46194	16226	1	1	1	0	0	20	1.256497e+00	8.058389e-01	3.086537e+00	3.288570e-01	1
STMN3	175709	49149	32186	2	2	2	1	0	2	6.039826e-01	8.059314e-01	5.574366e+00	3.454730e-01	1
EPS8	1120622	302950	313992	5	5	5	0	0	0	0	8.059657e-01	2.472522e+01	5.015550e-01	1
ACACB	3220251	932160	844858	28	22	28	17	0	20	1.181037e+00	8.060463e-01	5.731107e+01	9.774990e-01	1
ZNF616	1055202	267453	56224	11	11	11	2	0	14	1.799111e+00	8.060516e-01	2.657140e+01	6.289530e-01	1
MTUS2	1569280	462674	173838	33	33	31	16	0	2	2.262683e+00	8.061640e-01	6.256014e+01	5.400660e-01	1
AURKB	450344	133994	109830	2	2	2	1	0	20	7.403726e-01	8.062545e-01	4.694314e+00	2.964190e-01	1
KIAA2026	2516765	773876	53774	20	16	20	7	0	20	1.287689e+00	8.063334e-01	4.307699e+01	4.987070e-01	1
WDR36	1266492	355477	346472	13	13	12	4	0	1	8.626591e-01	8.063746e-01	3.512194e+01	8.231720e-01	1
CCRL2	435395	127294	9548	2	2	2	0	1	20	9.192012e-01	8.064215e-01	5.171610e+00	3.058410e-01	1
NLRP3	1387260	376084	160062	75	63	71	34	0	3	7.262481e+00	8.065141e-01	1.234025e+02	5.603800e-01	1
ARFRP1	454693	138156	266672	2	2	2	0	0	20	7.959477e-01	8.067933e-01	5.636994e+00	5.091130e-01	1
TRMT61B	675572	190857	113876	2	2	2	1	0	20	5.118944e-01	8.070025e-01	5.336744e+00	6.657030e-01	1
C12orf49	264302	68602	63504	1	1	1	1	0	20	9.419066e-01	8.070146e-01	2.880681e+00	2.781000e-01	1
EXOSC4	264694	92923	37366	1	1	1	1	0	19	8.556205e-01	8.070498e-01	3.035327e+00	1.766910e-01	1
DUSP2	201638	60241	31710	2	2	2	0	0	2	6.659915e-01	8.071110e-01	6.033103e+00	4.536200e-01	1
TRIM46	975113	318854	163842	4	4	4	2	2	20	6.295247e-01	8.071723e-01	1.105532e+01	1.058204e+00	1
ANKRD54	238485	74963	121618	2	2	2	1	0	1	2.326457e-01	8.072982e-01	6.046207e+00	4.265090e-01	1
SPIB	187700	57650	48594	1	1	1	1	0	20	1.163046e+00	8.073204e-01	2.606900e+00	4.762210e-01	1
TMEM132A	1246824	437706	161476	11	11	10	8	0	20	9.361112e-01	8.073371e-01	2.137460e+01	1.172167e+00	1
POMT1	931311	274349	274358	3	3	3	4	0	5	3.043119e-01	8.073422e-01	8.492300e+00	1.055333e+00	1
TBXA2R	249630	96018	6328	1	1	1	1	2	20	9.049532e-01	8.073486e-01	3.116222e+00	4.334130e-01	1
ZNF598	698167	215598	67718	4	4	4	2	0	20	7.503675e-01	8.075053e-01	1.042129e+01	1.624430e+00	1
KIDINS220	2376395	671068	458570	16	15	15	7	0	11	1.186841e+00	8.079572e-01	4.087790e+01	4.990530e-01	1
SLC25A22	256722	85349	65632	1	1	1	0	4	20	8.497151e-01	8.080229e-01	3.017027e+00	4.291310e-01	1
ZMYND8	1590080	424530	431130	15	12	15	2	0	19	1.128682e+00	8.080326e-01	2.921449e+01	1.070766e+00	1
ENPP6	589041	165945	126980	8	8	8	1	0	8	1.914501e+00	8.082080e-01	1.969707e+01	5.269680e-01	1
ZNF701	636999	159749	52486	4	4	4	0	0	8	1.152444e+00	8.082929e-01	1.237925e+01	9.843440e-01	1
ADRA2B	448723	149565	6734	4	4	4	1	0	4	5.499928e-01	8.083864e-01	9.428485e+00	5.212050e-01	1
CUL9	3282066	990261	615370	21	17	21	9	0	6	5.176912e-01	8.083877e-01	3.955738e+01	8.103060e-01	1
SMARCD3	786729	232404	222152	3	3	2	1	0	20	5.756105e-01	8.084457e-01	7.212658e+00	6.735620e-01	1
STAB2	3415637	943588	1113714	43	40	41	26	0	2	1.892943e+00	8.084790e-01	9.335877e+01	9.281920e-01	1
UAP1L1	377848	113132	137004	1	1	1	0	0	14	5.327865e-01	8.086457e-01	3.079726e+00	4.601310e-01	1
PCDHB10	990880	322036	19404	30	29	30	10	0	20	4.052372e+00	8.087061e-01	5.652910e+01	5.800960e-01	1
POU4F3	439647	133403	33026	2	2	2	4	0	20	7.065428e-01	8.089941e-01	5.223440e+00	6.292630e-01	1
RTN4R	456279	165830	60662	2	2	2	1	0	20	7.218676e-01	8.092193e-01	5.547795e+00	6.862360e-01	1
APOBEC3B	521170	134529	121184	3	3	3	0	0	7	8.412448e-01	8.092414e-01	7.804283e+00	6.969980e-01	1
TSR2	289525	82058	61698	1	1	1	2	0	20	9.099221e-01	8.092723e-01	2.851034e+00	4.617100e-01	1
YTHDF3	748989	206537	39032	4	4	4	0	0	20	1.352782e+00	8.093446e-01	1.313993e+01	1.092968e+00	1
B3GALNT1	443672	115415	17528	2	2	2	3	0	20	1.112379e+00	8.094828e-01	5.575996e+00	3.879970e-01	1
PHIP	2416166	652178	564816	11	11	11	0	0	1	5.947057e-01	8.094837e-01	4.090577e+01	1.132389e+00	1
TEX9	1048950	234348	274666	3	3	2	0	0	8	6.549278e-01	8.095352e-01	1.312025e+01	8.430170e-01	1
MCL1	380756	103057	54180	1	1	1	4	0	20	5.690094e-01	8.095980e-01	2.943939e+00	4.658860e-01	1
GPR146	344550	117496	12404	1	1	1	0	0	20	7.664422e-01	8.097804e-01	3.221679e+00	3.539100e-01	1
FSTL4	1089601	323809	313712	8	8	8	3	0	12	1.134712e+00	8.097951e-01	2.114737e+01	4.960070e-01	1
TRIM7	435003	129969	96544	3	3	2	0	0	20	1.148561e+00	8.098312e-01	7.881841e+00	9.115770e-01	1
QPCTL	416676	143565	120890	1	1	1	2	0	20	4.875767e-01	8.099069e-01	2.902940e+00	3.948300e-01	1
YIF1A	356149	115160	101276	2	2	2	0	0	4	8.357293e-01	8.099406e-01	8.446844e+00	8.615020e-01	1
TRIM52	405951	97962	33306	2	2	2	0	0	20	1.148561e+00	8.102124e-01	6.133985e+00	7.995120e-01	1
FCHSD2	800390	212786	170632	4	4	4	2	0	20	9.525299e-01	8.104338e-01	1.084514e+01	7.150340e-01	1
C9orf91	425967	130532	114618	2	2	2	1	0	20	1.117183e+00	8.107455e-01	6.260182e+00	3.354360e-01	1
SERINC3	604379	174023	143206	2	2	2	3	0	20	7.138649e-01	8.108201e-01	5.469688e+00	6.785730e-01	1
DMTF1	1085125	297292	268632	7	7	7	1	0	5	1.224142e+00	8.108398e-01	2.180467e+01	5.327410e-01	1
GRM3	1160427	330481	89054	19	18	19	9	0	3	1.706372e+00	8.110237e-01	4.493283e+01	6.482710e-01	1
MPHOSPH9	1390890	374479	309358	5	5	5	2	0	20	6.943819e-01	8.110615e-01	1.489837e+01	7.257170e-01	1
ZNF407	2627639	708509	65996	21	19	20	6	0	11	1.329889e+00	8.110895e-01	5.238098e+01	5.037150e-01	1
ARMC7	415631	128588	88480	2	2	2	1	0	7	1.265309e-01	8.112420e-01	6.011927e+00	3.379640e-01	1
PHLDB1	1800797	584173	336504	9	9	9	5	0	13	7.414697e-01	8.112819e-01	2.521029e+01	1.153025e+00	1
ACTR8	785721	215713	192486	5	5	4	2	0	20	1.086894e+00	8.112972e-01	1.282821e+01	7.829900e-01	1
SLC45A3	678303	249353	65226	4	3	4	3	0	20	7.999593e-01	8.113161e-01	8.768299e+00	4.929380e-01	1
PGS1	857533	263484	153902	3	3	3	2	3	20	5.592833e-01	8.113732e-01	7.911105e+00	7.769420e-01	1
DHPS	553880	163805	137438	3	3	3	2	0	20	9.196832e-01	8.113768e-01	7.802792e+00	5.670840e-01	1
DPPA3	212223	60241	62034	3	3	3	1	0	3	1.692123e+00	8.114119e-01	8.174086e+00	8.257000e-01	1
HEXA	716164	203834	221242	6	6	6	2	0	3	9.309384e-01	8.114769e-01	1.785409e+01	5.993560e-01	1
GSK3A	443476	137316	112126	1	1	1	0	0	20	7.317237e-01	8.115005e-01	3.797000e+00	3.075410e-01	1
FRRS1	854662	230830	233814	4	4	4	2	0	15	1.001120e+00	8.115316e-01	1.219926e+01	4.975200e-01	1
IMPACT	435255	105844	158396	2	2	2	0	0	20	9.387703e-01	8.115946e-01	4.906957e+00	3.816260e-01	1
EIF4ENIF1	1307905	392974	291144	8	8	7	1	0	2	3.235673e-01	8.116454e-01	1.999048e+01	6.995210e-01	1
SLC16A14	669942	197613	66192	4	4	4	5	0	20	1.190539e+00	8.117188e-01	1.089803e+01	1.027818e+00	1
BBS4	692403	184241	229194	2	2	2	0	0	20	7.768692e-01	8.117705e-01	6.714171e+00	4.375260e-01	1
HECTD2	1014243	261879	295904	7	7	7	1	0	0	2.570700e-01	8.117990e-01	2.620137e+01	5.543430e-01	1
DISP1	2034315	548390	120274	18	18	17	8	0	20	1.426012e+00	8.118514e-01	3.992122e+01	5.270910e-01	1
FAM64A	299261	94668	67788	1	1	1	0	0	20	1.464691e+00	8.119077e-01	5.918823e+00	3.174180e-01	1
DOCK8	2923127	815535	708120	16	15	16	10	0	17	8.425624e-01	8.122791e-01	4.022161e+01	6.564280e-01	1
TRIM36	1099256	283836	189182	9	9	8	2	1	20	1.664533e+00	8.122883e-01	2.423468e+01	1.046003e+00	1
ZXDA	703025	205075	8792	8	8	8	4	0	20	2.132282e+00	8.123087e-01	2.203852e+01	5.319520e-01	1
ALG1	600214	173939	211008	2	2	2	1	0	5	5.802802e-01	8.123803e-01	8.356117e+00	5.984900e-01	1
PIP5K1B	1095234	310101	331884	6	6	6	1	0	20	8.796433e-01	8.128041e-01	1.462382e+01	7.394230e-01	1
CCDC113	778122	206086	164374	4	4	4	1	0	19	9.417439e-01	8.128554e-01	1.082332e+01	7.631270e-01	1
ATXN7L1	197106	50135	73486	1	1	1	0	0	20	1.195397e+00	8.128589e-01	2.667608e+00	1.624820e-01	1
RNF113B	411357	115331	30282	3	3	3	1	0	20	1.164585e+00	8.129351e-01	8.063141e+00	7.452920e-01	1
SNTB2	470357	139145	99274	2	2	2	0	0	2	1.387631e-01	8.129424e-01	6.047118e+00	5.868200e-01	1
C17orf97	398713	112796	18816	2	2	2	1	0	20	1.030474e+00	8.131534e-01	5.649555e+00	3.045160e-01	1
SCO2	542863	176807	82138	2	2	2	2	0	20	7.618159e-01	8.132457e-01	6.673606e+00	7.381010e-01	1
HOXD11	192801	53964	16534	3	3	3	2	0	20	2.317054e+00	8.134150e-01	6.521727e+00	5.274280e-01	1
ETFB	463660	153615	97398	4	4	4	0	2	15	1.541771e+00	8.134409e-01	1.249859e+01	5.458270e-01	1
TUBG2	585576	168337	156604	2	2	2	2	0	5	6.527214e-01	8.135500e-01	8.348955e+00	5.523750e-01	1
LEPREL1	787892	213293	259378	2	2	2	2	0	12	8.640277e-01	8.136292e-01	1.084942e+01	4.647070e-01	1
