complex_disease	mendelian_disease	comorbidity
Glaucoma	Genetic Anomalies of Leukocytes	1
Glaucoma	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Glaucoma	Glycogenosis	1
Glaucoma	Haemophilia	1
Glaucoma	Hereditary Color Blindness	1
Glaucoma	Hereditary Hemorrhagic Telangiectasia	1
Glaucoma	Hereditary Muscular Dystrophy	1
Glaucoma	Hereditary Sensory Neuropathy	1
Glaucoma	Holoprosencephaly	1
Glaucoma	Huntington Disease	1
Glaucoma	Hypopituitarism	1
Glaucoma	Immunodeficiency with Increased IgM	1
Glaucoma	Inherited Adrenogenital Disorders	1
Glaucoma	Inherited Anomalies of the Skin	1
Glaucoma	Li Fraumeni and Related Syndromes	1
Glaucoma	Lipoprotein Deficiencies	1
Glaucoma	Long QT Syndrome	1
Glaucoma	Marfan Syndrome	1
Glaucoma	Multiple Endocrine Neoplasia Type I	1
Glaucoma	Neurofibromatosis	1
Glaucoma	Non-Specified Osteodystrophy	1
Glaucoma	Osteogenesis Imperfecta	1
Glaucoma	Other Specified Disorders of Amino Acid Metabolism	1
Glaucoma	Pervasive, Specified Congenital Anomalies	1
Glaucoma	Phenylketonuria	1
Glaucoma	Polycystic Kidney, Autosomal Dominant	1
Glaucoma	Retinitis Pigmentosa	1
Glaucoma	Sensory Retina Dystropies	1
Glaucoma	Severe Combined Immunodeficiency	1
Glaucoma	Sickle Cell Anemia	1
Glaucoma	Specific Nail Anomalies	1
Glaucoma	Specified Anomalies of the Musculoskeletal System	1
Glaucoma	Specified Hamartoses	1
Glaucoma	Spinocerebellar Ataxia	1
Glaucoma	Thalassemia	1
Glaucoma	Tongue Tie	1
Gout	Androgen Insensitivity Syndrome	1
Gout	Anophthalmos/Micropthalmos	1
Gout	Autoimmune Lymphoproliferative Syndrome	1
Gout	Bartter Syndrome	1
Gout	Cerebral Degeneration Due to Generalized Lipidoses	1
Gout	Chronic Granulomatous Disease	1
Gout	Circulating Enzyme Deficiencies	1
Gout	Combined Heart and Skeletal Defects	1
Gout	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Gout	Congenital Ichthyosis	1
Gout	Cystic Fibrosis	1
Gout	Degenerative Diseases of the Basal Ganglia	1
Gout	Diamond-Blackfan Anemia	1
Gout	Disorders of Aromatic Amino Acid Metabolism	1
Gout	Disorders of Branched Chain Amino Acid Metabolism	1
Gout	Disorders of Copper Metabolism	1
Gout	Disorders of Phosphorous Metabolism	1
Gout	Disorders of Straight Chain Amino Acid Metabolism	1
Gout	Disorders of Urea Cycle Metabolism	1
Gout	Dopa-Responsive Dystonia	1
Gout	Erythromelalgia	1
Gout	Facial and Skull Anomalies	1
Gout	Genetic Anomalies of Leukocytes	1
Gout	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Gout	Glycogenosis	1
Gout	Haemophilia	1
Gout	Hereditary Hemorrhagic Telangiectasia	1
Gout	Hereditary Muscular Dystrophy	1
Gout	Hereditary Sensory Neuropathy	1
Gout	Hypopituitarism	1
Gout	Immunodeficiency with Increased IgM	1
Gout	Inherited Adrenogenital Disorders	1
Gout	Inherited Anomalies of the Skin	1
Gout	Lipoprotein Deficiencies	1
Gout	Long QT Syndrome	1
Gout	Non-Specified Osteodystrophy	1
Gout	Other Specified Disorders of Amino Acid Metabolism	1
Gout	Pervasive, Specified Congenital Anomalies	1
Gout	Polycystic Kidney, Autosomal Dominant	1
Gout	Retinitis Pigmentosa	1
Gout	Sensory Retina Dystropies	1
Gout	Severe Combined Immunodeficiency	1
Gout	Sickle Cell Anemia	1
Gout	Specific Nail Anomalies	1
Gout	Specified Anomalies of the Musculoskeletal System	1
Gout	Specified Hamartoses	1
Gout	Spinocerebellar Ataxia	1
Gout	Thalassemia	1
Gout	Tongue Tie	1
Hyperplasia of the Prostate	Androgen Insensitivity Syndrome	1
Hyperplasia of the Prostate	Anophthalmos/Micropthalmos	1
Hyperplasia of the Prostate	Autoimmune Lymphoproliferative Syndrome	1
Hyperplasia of the Prostate	Autoimmune Polyglandular Syndrome	1
Hyperplasia of the Prostate	Cerebral Degeneration Due to Generalized Lipidoses	1
Hyperplasia of the Prostate	Chronic Granulomatous Disease	1
Hyperplasia of the Prostate	Circulating Enzyme Deficiencies	1
Hyperplasia of the Prostate	Combined Heart and Skeletal Defects	1
Hyperplasia of the Prostate	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Hyperplasia of the Prostate	Congenital Hirschsprung Disease	1
Hyperplasia of the Prostate	Congenital Hydrocephalus	1
Hyperplasia of the Prostate	Congenital Ichthyosis	1
Hyperplasia of the Prostate	Congenital Pigmentary Anomalies	1
Hyperplasia of the Prostate	Degenerative Diseases of the Basal Ganglia	1
Hyperplasia of the Prostate	Diamond-Blackfan Anemia	1
Hyperplasia of the Prostate	Disorders of Aromatic Amino Acid Metabolism	1
Hyperplasia of the Prostate	Disorders of Copper Metabolism	1
Hyperplasia of the Prostate	Disorders of Phosphorous Metabolism	1
Hyperplasia of the Prostate	Disorders of Straight Chain Amino Acid Metabolism	1
Hyperplasia of the Prostate	Disorders of Urea Cycle Metabolism	1
Hyperplasia of the Prostate	Dopa-Responsive Dystonia	1
Hyperplasia of the Prostate	Erythromelalgia	1
Hyperplasia of the Prostate	Facial and Skull Anomalies	1
Hyperplasia of the Prostate	Friedreich Ataxia	1
Hyperplasia of the Prostate	Genetic Anomalies of Leukocytes	1
Hyperplasia of the Prostate	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Hyperplasia of the Prostate	Glycogenosis	1
Hyperplasia of the Prostate	Haemophilia	1
Hyperplasia of the Prostate	Hereditary Hemorrhagic Telangiectasia	1
Hyperplasia of the Prostate	Hereditary Muscular Dystrophy	1
Hyperplasia of the Prostate	Hereditary Sensory Neuropathy	1
Hyperplasia of the Prostate	Holoprosencephaly	1
Hyperplasia of the Prostate	Huntington Disease	1
Hyperplasia of the Prostate	Hypopituitarism	1
Hyperplasia of the Prostate	Inherited Adrenogenital Disorders	1
Hyperplasia of the Prostate	Inherited Anomalies of the Skin	1
Hyperplasia of the Prostate	Lipoprotein Deficiencies	1
Hyperplasia of the Prostate	Long QT Syndrome	1
Hyperplasia of the Prostate	Multiple Endocrine Neoplasia Type I	1
Hyperplasia of the Prostate	Neurofibromatosis	1
Hyperplasia of the Prostate	Non-Specified Osteodystrophy	1
Hyperplasia of the Prostate	Other Specified Disorders of Amino Acid Metabolism	1
Hyperplasia of the Prostate	Pervasive, Specified Congenital Anomalies	1
Hyperplasia of the Prostate	Phenylketonuria	1
Hyperplasia of the Prostate	Polycystic Kidney, Autosomal Dominant	1
Hyperplasia of the Prostate	Retinitis Pigmentosa	1
Hyperplasia of the Prostate	Sensory Retina Dystropies	1
Hyperplasia of the Prostate	Severe Combined Immunodeficiency	1
Hyperplasia of the Prostate	Sickle Cell Anemia	1
Hyperplasia of the Prostate	Specific Nail Anomalies	1
Hyperplasia of the Prostate	Specified Anomalies of the Musculoskeletal System	1
Hyperplasia of the Prostate	Specified Hamartoses	1
Hyperplasia of the Prostate	Spinocerebellar Ataxia	1
Hyperplasia of the Prostate	Systemic Primary Carnitine Deficiency	1
Hyperplasia of the Prostate	Thalassemia	1
Hyperplasia of the Prostate	Tongue Tie	1
Hyperplasia of the Prostate	Velo-Cardio-Facial Syndrome	1
Hypotony of the Eye	Anophthalmos/Micropthalmos	1
Hypotony of the Eye	Anterior Eye Anomalies	1
Hypotony of the Eye	Combined Heart and Skeletal Defects	1
Hypotony of the Eye	Congenital Hydrocephalus	1
Hypotony of the Eye	Disorders of Aromatic Amino Acid Metabolism	1
Hypotony of the Eye	Facial and Skull Anomalies	1
Hypotony of the Eye	Familial Dysautonomia	1
Hypotony of the Eye	Hereditary Muscular Dystrophy	1
Hypotony of the Eye	Inherited Anomalies of the Skin	1
Hypotony of the Eye	Marfan Syndrome	1
Hypotony of the Eye	Pervasive, Specified Congenital Anomalies	1
Hypotony of the Eye	Retinitis Pigmentosa	1
Hypotony of the Eye	Rett Syndrome	1
Hypotony of the Eye	Sickle Cell Anemia	1
Hypotony of the Eye	Specified Hamartoses	1
Hypotony of the Eye	Velo-Cardio-Facial Syndrome	1
Intellectual Disability	Anophthalmos/Micropthalmos	1
Intellectual Disability	Anterior Eye Anomalies	1
Intellectual Disability	Cerebral Degeneration Due to Generalized Lipidoses	1
Intellectual Disability	Cerebral Lipidoses	1
Intellectual Disability	Chondrodystrophy	1
Intellectual Disability	Combined Heart and Skeletal Defects	1
Intellectual Disability	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Intellectual Disability	Congenital Ectodermal Dysplasia	1
Intellectual Disability	Congenital Hirschsprung Disease	1
Intellectual Disability	Congenital Hydrocephalus	1
Intellectual Disability	Congenital Hypogammaglobulinemia	1
Intellectual Disability	Congenital Ichthyosis	1
Intellectual Disability	Cri-Du-Chat Syndrome	1
Intellectual Disability	Cystic Fibrosis	1
Intellectual Disability	Degenerative Diseases of the Basal Ganglia	1
Intellectual Disability	Disorders of Aromatic Amino Acid Metabolism	1
Intellectual Disability	Disorders of Branched Chain Amino Acid Metabolism	1
Intellectual Disability	Disorders of Copper Metabolism	1
Intellectual Disability	Disorders of Fatty Acid Oxidation	1
Intellectual Disability	Disorders of Phosphorous Metabolism	1
Intellectual Disability	Disorders of Straight Chain Amino Acid Metabolism	1
Intellectual Disability	Disorders of Urea Cycle Metabolism	1
Intellectual Disability	Dopa-Responsive Dystonia	1
Intellectual Disability	Facial and Skull Anomalies	1
Intellectual Disability	Familial Dysautonomia	1
Intellectual Disability	Fragile-X Syndrome	1
Intellectual Disability	Friedreich Ataxia	1
Intellectual Disability	Genetic Anomalies of Leukocytes	1
Intellectual Disability	Glycogenosis	1
Intellectual Disability	Haemophilia	1
Intellectual Disability	Hereditary Muscular Dystrophy	1
Intellectual Disability	Holoprosencephaly	1
Intellectual Disability	Huntington Disease	1
Intellectual Disability	Hypopituitarism	1
Intellectual Disability	Immunodeficiency with Increased IgM	1
Intellectual Disability	Inherited Adrenogenital Disorders	1
Intellectual Disability	Inherited Anomalies of the Skin	1
Intellectual Disability	Long QT Syndrome	1
Intellectual Disability	Marfan Syndrome	1
Intellectual Disability	Neurofibromatosis	1
Intellectual Disability	Non-Specific Autosomal Deletion Syndromes	1
Intellectual Disability	Non-Specified Osteodystrophy	1
Intellectual Disability	Osteogenesis Imperfecta	1
Intellectual Disability	Other Specified Disorders of Amino Acid Metabolism	1
Intellectual Disability	Peroxisomal Disorders	1
Intellectual Disability	Pervasive, Specified Congenital Anomalies	1
Intellectual Disability	Phenylketonuria	1
Intellectual Disability	Retinitis Pigmentosa	1
Intellectual Disability	Rett Syndrome	1
Intellectual Disability	Sensory Retina Dystropies	1
Intellectual Disability	Severe Combined Immunodeficiency	1
Intellectual Disability	Sickle Cell Anemia	1
Intellectual Disability	Smith-Magenis Syndrome	1
Intellectual Disability	Specified Anomalies of the Musculoskeletal System	1
Intellectual Disability	Specified Hamartoses	1
Intellectual Disability	Spinocerebellar Ataxia	1
Intellectual Disability	Systemic Primary Carnitine Deficiency	1
Intellectual Disability	Thalassemia	1
Intellectual Disability	Tongue Tie	1
Intellectual Disability	Tuberous Sclerosis	1
Intellectual Disability	Velo-Cardio-Facial Syndrome	1
Kawasaki Disease	Combined Heart and Skeletal Defects	1
Kawasaki Disease	Congenital Pigmentary Anomalies	1
Kawasaki Disease	Cystic Fibrosis	1
Kawasaki Disease	Facial and Skull Anomalies	1
Kawasaki Disease	Genetic Anomalies of Leukocytes	1
Kawasaki Disease	Inherited Anomalies of the Skin	1
Kawasaki Disease	Long QT Syndrome	1
Kawasaki Disease	Marfan Syndrome	1
Kawasaki Disease	Pervasive, Specified Congenital Anomalies	1
Kawasaki Disease	Sickle Cell Anemia	1
Kawasaki Disease	Thalassemia	1
Kawasaki Disease	Tongue Tie	1
Kidney Cancer	Cerebral Degeneration Due to Generalized Lipidoses	1
Kidney Cancer	Chronic Granulomatous Disease	1
Kidney Cancer	Combined Heart and Skeletal Defects	1
Kidney Cancer	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Kidney Cancer	Congenital Ichthyosis	1
Kidney Cancer	Cystic Fibrosis	1
Kidney Cancer	Degenerative Diseases of the Basal Ganglia	1
Kidney Cancer	Disorders of Copper Metabolism	1
Kidney Cancer	Disorders of Phosphorous Metabolism	1
Kidney Cancer	Disorders of Straight Chain Amino Acid Metabolism	1
Kidney Cancer	Disorders of Urea Cycle Metabolism	1
Kidney Cancer	Dopa-Responsive Dystonia	1
Kidney Cancer	Genetic Anomalies of Leukocytes	1
Kidney Cancer	Haemophilia	1
Kidney Cancer	Hereditary Hemorrhagic Telangiectasia	1
Kidney Cancer	Hereditary Sensory Neuropathy	1
Kidney Cancer	Hypopituitarism	1
Kidney Cancer	Inherited Adrenogenital Disorders	1
Kidney Cancer	Inherited Anomalies of the Skin	1
Kidney Cancer	Lipoprotein Deficiencies	1
Kidney Cancer	Long QT Syndrome	1
Kidney Cancer	Multiple Endocrine Neoplasia Type I	1
Kidney Cancer	Neurofibromatosis	1
Kidney Cancer	Non-Specific Autosomal Deletion Syndromes	1
Kidney Cancer	Pervasive, Specified Congenital Anomalies	1
Kidney Cancer	Polycystic Kidney, Autosomal Dominant	1
Kidney Cancer	Severe Combined Immunodeficiency	1
Kidney Cancer	Sickle Cell Anemia	1
Kidney Cancer	Specified Hamartoses	1
Kidney Cancer	Spinocerebellar Ataxia	1
Kidney Cancer	Thalassemia	1
Kidney Cancer	Tuberous Sclerosis	1
Liche	Autoimmune Lymphoproliferative Syndrome	1
Liche	Cerebral Degeneration Due to Generalized Lipidoses	1
Liche	Chronic Granulomatous Disease	1
Liche	Circulating Enzyme Deficiencies	1
Liche	Combined Heart and Skeletal Defects	1
Liche	Congenital Ichthyosis	1
Liche	Congenital Pigmentary Anomalies	1
Liche	Cystic Fibrosis	1
Liche	Disorders of Phosphorous Metabolism	1
Liche	Disorders of Straight Chain Amino Acid Metabolism	1
Liche	Dopa-Responsive Dystonia	1
Liche	Haemophilia	1
Liche	Hereditary Hemorrhagic Telangiectasia	1
Liche	Hereditary Sensory Neuropathy	1
Liche	Hypopituitarism	1
Liche	Immunodeficiency with Increased IgM	1
Liche	Inherited Anomalies of the Skin	1
Liche	Lipoprotein Deficiencies	1
Liche	Retinitis Pigmentosa	1
Liche	Severe Combined Immunodeficiency	1
Liche	Sickle Cell Anemia	1
Liche	Specific Nail Anomalies	1
Liche	Thalassemia	1
Lung Cancer	Cerebral Degeneration Due to Generalized Lipidoses	1
Lung Cancer	Chronic Granulomatous Disease	1
Lung Cancer	Circulating Enzyme Deficiencies	1
Lung Cancer	Combined Heart and Skeletal Defects	1
Lung Cancer	Congenital Ichthyosis	1
Lung Cancer	Congenital Pigmentary Anomalies	1
Lung Cancer	Cystic Fibrosis	1
Lung Cancer	Degenerative Diseases of the Basal Ganglia	1
Lung Cancer	Diamond-Blackfan Anemia	1
Lung Cancer	Disorders of Copper Metabolism	1
Lung Cancer	Disorders of Phosphorous Metabolism	1
Lung Cancer	Disorders of Straight Chain Amino Acid Metabolism	1
Lung Cancer	Disorders of Urea Cycle Metabolism	1
Lung Cancer	Dopa-Responsive Dystonia	1
Lung Cancer	Facial and Skull Anomalies	1
Lung Cancer	Friedreich Ataxia	1
Lung Cancer	Genetic Anomalies of Leukocytes	1
Lung Cancer	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Lung Cancer	Haemophilia	1
Lung Cancer	Hereditary Hemorrhagic Telangiectasia	1
Lung Cancer	Hereditary Sensory Neuropathy	1
Lung Cancer	Hypopituitarism	1
Lung Cancer	Inherited Anomalies of the Skin	1
Lung Cancer	Li Fraumeni and Related Syndromes	1
Lung Cancer	Lipoprotein Deficiencies	1
Lung Cancer	Long QT Syndrome	1
Lung Cancer	Multiple Endocrine Neoplasia Type I	1
Lung Cancer	Neurofibromatosis	1
Lung Cancer	Non-Specified Osteodystrophy	1
Lung Cancer	Polycystic Kidney, Autosomal Dominant	1
Lung Cancer	Retinitis Pigmentosa	1
Lung Cancer	Severe Combined Immunodeficiency	1
Lung Cancer	Sickle Cell Anemia	1
Lung Cancer	Specified Hamartoses	1
Lung Cancer	Spinocerebellar Ataxia	1
Lung Cancer	Thalassemia	1
Lung Cancer	Tongue Tie	1
Lupus	Autoimmune Lymphoproliferative Syndrome	1
Lupus	Cerebral Degeneration Due to Generalized Lipidoses	1
Lupus	Chronic Granulomatous Disease	1
Lupus	Circulating Enzyme Deficiencies	1
Lupus	Combined Heart and Skeletal Defects	1
Lupus	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Lupus	Congenital Hypogammaglobulinemia	1
Lupus	Congenital Ichthyosis	1
Lupus	Cystic Fibrosis	1
Lupus	Degenerative Diseases of the Basal Ganglia	1
Lupus	Diamond-Blackfan Anemia	1
Lupus	Disorders of Copper Metabolism	1
Lupus	Disorders of Phosphorous Metabolism	1
Lupus	Disorders of Straight Chain Amino Acid Metabolism	1
Lupus	Dopa-Responsive Dystonia	1
Lupus	Erythromelalgia	1
Lupus	Genetic Anomalies of Leukocytes	1
Lupus	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Lupus	Glycogenosis	1
Lupus	Haemophilia	1
Lupus	Hereditary Hemorrhagic Telangiectasia	1
Lupus	Hereditary Muscular Dystrophy	1
Lupus	Hereditary Sensory Neuropathy	1
Lupus	Hypopituitarism	1
Lupus	Immunodeficiency with Increased IgM	1
Lupus	Inherited Adrenogenital Disorders	1
Lupus	Inherited Anomalies of the Skin	1
Lupus	Lipoprotein Deficiencies	1
Lupus	Long QT Syndrome	1
Lupus	Retinitis Pigmentosa	1
Lupus	Severe Combined Immunodeficiency	1
Lupus	Sickle Cell Anemia	1
Lupus	Specific Nail Anomalies	1
Lupus	Specified Hamartoses	1
Lupus	Systemic Primary Carnitine Deficiency	1
Lupus	Thalassemia	1
Lymphosarcoma/Reticulorsarcoma	Cerebral Degeneration Due to Generalized Lipidoses	1
Lymphosarcoma/Reticulorsarcoma	Chronic Granulomatous Disease	1
Lymphosarcoma/Reticulorsarcoma	Circulating Enzyme Deficiencies	1
Lymphosarcoma/Reticulorsarcoma	Combined Heart and Skeletal Defects	1
Lymphosarcoma/Reticulorsarcoma	Congenital Ichthyosis	1
Lymphosarcoma/Reticulorsarcoma	Cystic Fibrosis	1
Lymphosarcoma/Reticulorsarcoma	Diamond-Blackfan Anemia	1
Lymphosarcoma/Reticulorsarcoma	Disorders of Phosphorous Metabolism	1
Lymphosarcoma/Reticulorsarcoma	Disorders of Straight Chain Amino Acid Metabolism	1
Lymphosarcoma/Reticulorsarcoma	Genetic Anomalies of Leukocytes	1
Lymphosarcoma/Reticulorsarcoma	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Lymphosarcoma/Reticulorsarcoma	Glycogenosis	1
Lymphosarcoma/Reticulorsarcoma	Haemophilia	1
Lymphosarcoma/Reticulorsarcoma	Hereditary Hemorrhagic Telangiectasia	1
Lymphosarcoma/Reticulorsarcoma	Hereditary Sensory Neuropathy	1
Lymphosarcoma/Reticulorsarcoma	Hypopituitarism	1
Lymphosarcoma/Reticulorsarcoma	Immunodeficiency with Increased IgM	1
Lymphosarcoma/Reticulorsarcoma	Inherited Anomalies of the Skin	1
Lymphosarcoma/Reticulorsarcoma	Lipoprotein Deficiencies	1
Lymphosarcoma/Reticulorsarcoma	Long QT Syndrome	1
Lymphosarcoma/Reticulorsarcoma	Neurofibromatosis	1
Lymphosarcoma/Reticulorsarcoma	Non-Specific Autosomal Deletion Syndromes	1
Lymphosarcoma/Reticulorsarcoma	Non-Specified Osteodystrophy	1
Lymphosarcoma/Reticulorsarcoma	Pervasive, Specified Congenital Anomalies	1
Lymphosarcoma/Reticulorsarcoma	Severe Combined Immunodeficiency	1
Lymphosarcoma/Reticulorsarcoma	Sickle Cell Anemia	1
Lymphosarcoma/Reticulorsarcoma	Spinocerebellar Ataxia	1
Lymphosarcoma/Reticulorsarcoma	Wiskott-Aldrich Syndrome	1
Malignant Brain Neoplasm	Anophthalmos/Micropthalmos	1
Malignant Brain Neoplasm	Cerebral Degeneration Due to Generalized Lipidoses	1
Malignant Brain Neoplasm	Chondrodystrophy	1
Malignant Brain Neoplasm	Chronic Granulomatous Disease	1
Malignant Brain Neoplasm	Chronic Progressive External Ophthalmoplegia	1
Malignant Brain Neoplasm	Combined Heart and Skeletal Defects	1
Malignant Brain Neoplasm	Congenital Hydrocephalus	1
Malignant Brain Neoplasm	Congenital Ichthyosis	1
Malignant Brain Neoplasm	Cystic Fibrosis	1
Malignant Brain Neoplasm	Degenerative Diseases of the Basal Ganglia	1
Malignant Brain Neoplasm	Diamond-Blackfan Anemia	1
Malignant Brain Neoplasm	Disorders of Copper Metabolism	1
Malignant Brain Neoplasm	Disorders of Phosphorous Metabolism	1
Malignant Brain Neoplasm	Disorders of Straight Chain Amino Acid Metabolism	1
Malignant Brain Neoplasm	Disorders of Urea Cycle Metabolism	1
Malignant Brain Neoplasm	Dopa-Responsive Dystonia	1
Malignant Brain Neoplasm	Facial and Skull Anomalies	1
Malignant Brain Neoplasm	Familial Dysautonomia	1
Malignant Brain Neoplasm	Friedreich Ataxia	1
Malignant Brain Neoplasm	Genetic Anomalies of Leukocytes	1
Malignant Brain Neoplasm	Haemophilia	1
Malignant Brain Neoplasm	Hereditary Hemorrhagic Telangiectasia	1
Malignant Brain Neoplasm	Hereditary Sensory Neuropathy	1
Malignant Brain Neoplasm	Holoprosencephaly	1
Malignant Brain Neoplasm	Hypopituitarism	1
Malignant Brain Neoplasm	Inherited Adrenogenital Disorders	1
Malignant Brain Neoplasm	Inherited Anomalies of the Skin	1
Malignant Brain Neoplasm	Li Fraumeni and Related Syndromes	1
Malignant Brain Neoplasm	Lipoprotein Deficiencies	1
Malignant Brain Neoplasm	Long QT Syndrome	1
Malignant Brain Neoplasm	Multiple Endocrine Neoplasia Type I	1
Malignant Brain Neoplasm	Neurofibromatosis	1
Malignant Brain Neoplasm	Non-Specified Osteodystrophy	1
Malignant Brain Neoplasm	Osteogenesis Imperfecta	1
Malignant Brain Neoplasm	Pervasive, Specified Congenital Anomalies	1
Malignant Brain Neoplasm	Severe Combined Immunodeficiency	1
Malignant Brain Neoplasm	Sickle Cell Anemia	1
Malignant Brain Neoplasm	Specified Anomalies of the Musculoskeletal System	1
Malignant Brain Neoplasm	Specified Hamartoses	1
Malignant Brain Neoplasm	Spinocerebellar Ataxia	1
Malignant Brain Neoplasm	Thalassemia	1
Malignant Brain Neoplasm	Tuberous Sclerosis	1
Melanoma	Anophthalmos/Micropthalmos	1
Melanoma	Cerebral Degeneration Due to Generalized Lipidoses	1
Melanoma	Chronic Granulomatous Disease	1
Melanoma	Circulating Enzyme Deficiencies	1
Melanoma	Combined Heart and Skeletal Defects	1
Melanoma	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Melanoma	Congenital Ectodermal Dysplasia	1
Melanoma	Congenital Ichthyosis	1
Melanoma	Congenital Pigmentary Anomalies	1
Melanoma	Cystic Fibrosis	1
Melanoma	Degenerative Diseases of the Basal Ganglia	1
Melanoma	Disorders of Aromatic Amino Acid Metabolism	1
Melanoma	Disorders of Copper Metabolism	1
Melanoma	Disorders of Phosphorous Metabolism	1
Melanoma	Disorders of Straight Chain Amino Acid Metabolism	1
Melanoma	Dopa-Responsive Dystonia	1
Melanoma	Facial and Skull Anomalies	1
Melanoma	Genetic Anomalies of Leukocytes	1
Melanoma	Haemophilia	1
Melanoma	Hereditary Hemorrhagic Telangiectasia	1
Melanoma	Hereditary Sensory Neuropathy	1
Melanoma	Hypopituitarism	1
Melanoma	Inherited Anomalies of the Skin	1
Melanoma	Li Fraumeni and Related Syndromes	1
Melanoma	Lipoprotein Deficiencies	1
Melanoma	Neurofibromatosis	1
Melanoma	Polycystic Kidney, Autosomal Dominant	1
Melanoma	Retinitis Pigmentosa	1
Melanoma	Severe Combined Immunodeficiency	1
Melanoma	Sickle Cell Anemia	1
Melanoma	Specific Nail Anomalies	1
Melanoma	Specified Hamartoses	1
Melanoma	Tongue Tie	1
Melanoma	Tuberous Sclerosis	1
Migraine	Androgen Insensitivity Syndrome	1
Migraine	Anophthalmos/Micropthalmos	1
Migraine	Autoimmune Lymphoproliferative Syndrome	1
Migraine	Autoimmune Polyglandular Syndrome	1
Migraine	Bartter Syndrome	1
Migraine	Cerebral Degeneration Due to Generalized Lipidoses	1
Migraine	Cerebral Lipidoses	1
Migraine	Chondrodystrophy	1
Migraine	Chronic Granulomatous Disease	1
Migraine	Chronic Progressive External Ophthalmoplegia	1
Migraine	Circulating Enzyme Deficiencies	1
Migraine	Combined Heart and Skeletal Defects	1
Migraine	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Migraine	Congenital Ectodermal Dysplasia	1
Migraine	Congenital Hydrocephalus	1
Migraine	Congenital Hypogammaglobulinemia	1
Migraine	Congenital Ichthyosis	1
Migraine	Congenital Pigmentary Anomalies	1
Migraine	Cystic Fibrosis	1
Migraine	Degenerative Diseases of the Basal Ganglia	1
Migraine	Diamond-Blackfan Anemia	1
Migraine	Disorders of Aromatic Amino Acid Metabolism	1
Migraine	Disorders of Copper Metabolism	1
Migraine	Disorders of Fatty Acid Oxidation	1
Migraine	Disorders of Phosphorous Metabolism	1
Migraine	Disorders of Straight Chain Amino Acid Metabolism	1
Migraine	Disorders of Urea Cycle Metabolism	1
Migraine	Dopa-Responsive Dystonia	1
Migraine	Erythromelalgia	1
Migraine	Facial and Skull Anomalies	1
Migraine	Familial Dysautonomia	1
Migraine	Familial Mediterranean Fever	1
Migraine	Friedreich Ataxia	1
Migraine	Genetic Anomalies of Leukocytes	1
Migraine	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Migraine	Glycogenosis	1
Migraine	Haemophilia	1
Migraine	Hereditary Hemorrhagic Telangiectasia	1
Migraine	Hereditary Muscular Dystrophy	1
Migraine	Hereditary Sensory Neuropathy	1
Migraine	Holoprosencephaly	1
Migraine	Huntington Disease	1
Migraine	Hypopituitarism	1
Migraine	Immunodeficiency with Increased IgM	1
Migraine	Inherited Adrenogenital Disorders	1
Migraine	Inherited Anomalies of the Skin	1
Migraine	Li Fraumeni and Related Syndromes	1
Migraine	Lipoprotein Deficiencies	1
Migraine	Long QT Syndrome	1
Migraine	Marfan Syndrome	1
Migraine	Multiple Endocrine Neoplasia Type I	1
Migraine	Neurofibromatosis	1
Migraine	Non-Specified Osteodystrophy	1
Migraine	Osteogenesis Imperfecta	1
Migraine	Other Specified Disorders of Amino Acid Metabolism	1
Migraine	Pervasive, Specified Congenital Anomalies	1
Migraine	Phenylketonuria	1
Migraine	Polycystic Kidney, Autosomal Dominant	1
Migraine	Retinitis Pigmentosa	1
Migraine	Sensory Retina Dystropies	1
Migraine	Severe Combined Immunodeficiency	1
Migraine	Sickle Cell Anemia	1
Migraine	Specific Nail Anomalies	1
Migraine	Specified Anomalies of the Musculoskeletal System	1
Migraine	Specified Hamartoses	1
Migraine	Spinocerebellar Ataxia	1
Migraine	Systemic Primary Carnitine Deficiency	1
Migraine	Thalassemia	1
Migraine	Tongue Tie	1
Migraine	Tuberous Sclerosis	1
Non-Specific Endophthalmitis	Anophthalmos/Micropthalmos	1
Non-Specific Endophthalmitis	Disorders of Phosphorous Metabolism	1
Non-Specific Endophthalmitis	Inherited Anomalies of the Skin	1
Non-Specific Endophthalmitis	Lipoprotein Deficiencies	1
Non-Specific Endophthalmitis	Retinitis Pigmentosa	1
Non-Specific Endophthalmitis	Sensory Retina Dystropies	1
Non-Specific Endophthalmitis	Sickle Cell Anemia	1
Obsessive Compulsive Disorder	Autoimmune Lymphoproliferative Syndrome	1
Obsessive Compulsive Disorder	Cerebral Degeneration Due to Generalized Lipidoses	1
