drug_target	db_id	drug_name
SERPINF2	DB08888	Ocriplasmin
FN1	DB08888	Ocriplasmin
A2M	DB08888	Ocriplasmin
PSMB9	DB08889	Carfilzomib
PSMB10	DB08889	Carfilzomib
PSMB8	DB08889	Carfilzomib
PSMB2	DB08889	Carfilzomib
PSMB1	DB08889	Carfilzomib
PSMB5	DB08889	Carfilzomib
GUCY2C	DB08890	Linaclotide
GABBR2	DB08891	Arbaclofen
GABBR1	DB08891	Arbaclofen
GABBR2	DB08892	Arbaclofen Placarbil
GABBR1	DB08892	Arbaclofen Placarbil
ADRB3	DB08893	Mirabegron
ADRB1	DB08893	Mirabegron
EPOR	DB08894	Peginesatide
TYK2	DB08895	Tofacitinib
JAK3	DB08895	Tofacitinib
JAK1	DB08895	Tofacitinib
JAK2	DB08895	Tofacitinib
DDR2	DB08896	Regorafenib
MAPK11	DB08896	Regorafenib
FRK	DB08896	Regorafenib
EPHA2	DB08896	Regorafenib
NTRK1	DB08896	Regorafenib
TEK	DB08896	Regorafenib
RET	DB08896	Regorafenib
RAF1	DB08896	Regorafenib
FGFR2	DB08896	Regorafenib
BRAF	DB08896	Regorafenib
PDGFRA	DB08896	Regorafenib
FGFR1	DB08896	Regorafenib
FLT4	DB08896	Regorafenib
PDGFRB	DB08896	Regorafenib
FLT1	DB08896	Regorafenib
KIT	DB08896	Regorafenib
ABL1	DB08896	Regorafenib
KDR	DB08896	Regorafenib
CHRM5	DB08897	Aclidinium
CHRM4	DB08897	Aclidinium
CHRM3	DB08897	Aclidinium
CHRM2	DB08897	Aclidinium
CHRM1	DB08897	Aclidinium
AR	DB08899	Enzalutamide
GLP2R	DB08900	Teduglutide
FGFR4	DB08901	Ponatinib
FGFR3	DB08901	Ponatinib
LYN	DB08901	Ponatinib
BCR	DB08901	Ponatinib
TEK	DB08901	Ponatinib
RET	DB08901	Ponatinib
FLT3	DB08901	Ponatinib
FGFR2	DB08901	Ponatinib
PDGFRA	DB08901	Ponatinib
FGFR1	DB08901	Ponatinib
KIT	DB08901	Ponatinib
LCK	DB08901	Ponatinib
ABL1	DB08901	Ponatinib
KDR	DB08901	Ponatinib
SRC	DB08901	Ponatinib
TNF	DB08904	Certolizumab pegol
NR3C2	DB08906	Fluticasone furoate
PGR	DB08906	Fluticasone furoate
NR3C1	DB08906	Fluticasone furoate
SLC5A2	DB08907	Canagliflozin
KEAP1	DB08908	Dimethyl fumarate
RELA	DB08908	Dimethyl fumarate
CRBN	DB08910	Pomalidomide
TNF	DB08910	Pomalidomide
PTGS2	DB08910	Pomalidomide
MAP2K2	DB08911	Trametinib
MAP2K1	DB08911	Trametinib
SIK1	DB08912	Dabrafenib
NEK11	DB08912	Dabrafenib
LIMK1	DB08912	Dabrafenib
RAF1	DB08912	Dabrafenib
BRAF	DB08912	Dabrafenib
NCOA1	DB08915	Aleglitazar
PPARA	DB08915	Aleglitazar
PPARG	DB08915	Aleglitazar
ERBB4	DB08916	Afatinib
ERBB2	DB08916	Afatinib
EGFR	DB08916	Afatinib
SLC6A4	DB08918	Levomilnacipran
SLC6A2	DB08918	Levomilnacipran
ADRA1A	DB08922	Perospirone
ADRA1B	DB08922	Perospirone
ADRA1D	DB08922	Perospirone
DRD4	DB08922	Perospirone
HTR1A	DB08922	Perospirone
HTR2A	DB08922	Perospirone
DRD2	DB08922	Perospirone
HRH1	DB08922	Perospirone
HTR2A	DB08927	Amperozide
GUCY1A2	DB08931	Riociguat
EDNRB	DB08932	Macitentan
EDNRA	DB08932	Macitentan
MS4A1	DB08935	Obinutuzumab
HRH1	DB08936	Chlorcyclizine
HCAR3	DB08949	Inositol nicotinate
HCAR2	DB08949	Inositol nicotinate
ADRA1A	DB08950	Indoramin
KCNJ5	DB08954	Ifenprodil
KCNJ6	DB08954	Ifenprodil
KCNJ3	DB08954	Ifenprodil
GRIN2B	DB08954	Ifenprodil
GRIN1	DB08954	Ifenprodil
CHRNA2	DB08960	Hexamethonium
PTGER2	DB08964	Gemeprost
PTGER3	DB08964	Gemeprost
AHR	DB08995	Diosmin
ACHE	DB08996	Dimetacrine
PPARD	DB09006	Clinofibrate
PPARA	DB09006	Clinofibrate
PPARG	DB09006	Clinofibrate
ADRB1	DB09013	Befunolol
ADRB2	DB09013	Befunolol
SIGMAR1	DB09014	Captodiame
DRD3	DB09014	Captodiame
HTR2C	DB09014	Captodiame
SLC6A4	DB09016	Butriptyline
HTR2A	DB09016	Butriptyline
HRH1	DB09016	Butriptyline
GABRA1	DB09017	Brotizolam
GABRA2	DB09017	Brotizolam
GABRA3	DB09017	Brotizolam
GABRA5	DB09017	Brotizolam
GABRG1	DB09017	Brotizolam
GABRG2	DB09017	Brotizolam
GABRG3	DB09017	Brotizolam
GABRA4	DB09017	Brotizolam
GABRA6	DB09017	Brotizolam
GABRB1	DB09017	Brotizolam
GABRB2	DB09017	Brotizolam
GABRB3	DB09017	Brotizolam
GABRD	DB09017	Brotizolam
GABRE	DB09017	Brotizolam
GABRP	DB09017	Brotizolam
GABRQ	DB09017	Brotizolam
DRD2	DB09018	Bromopride
TMPRSS2	DB09019	Bromhexine
ACE2	DB09019	Bromhexine
AQP3	DB09020	Bisacodyl
ATP1A1	DB09020	Bisacodyl
ATP1A2	DB09020	Bisacodyl
ATP1A3	DB09020	Bisacodyl
ATP1A4	DB09020	Bisacodyl
ATP1B1	DB09020	Bisacodyl
ATP1B2	DB09020	Bisacodyl
ATP1B3	DB09020	Bisacodyl
FXYD2	DB09020	Bisacodyl
REN	DB09026	Aliskiren
CHRNA6	DB09028	Cytisine
CHRNA3	DB09028	Cytisine
CHRNB2	DB09028	Cytisine
CHRNA7	DB09028	Cytisine
CHRNA4	DB09028	Cytisine
IL17A	DB09029	Secukinumab
F2R	DB09030	Vorapaxar
ABCB1	DB09031	Miltefosine
ITGB7	DB09033	Vedolizumab
ITGA4	DB09033	Vedolizumab
HCRTR1	DB09034	Suvorexant
HCRTR2	DB09034	Suvorexant
PDCD1	DB09035	Nivolumab
IL6	DB09036	Siltuximab
PDCD1	DB09037	Pembrolizumab
SLC5A2	DB09038	Empagliflozin
UGCG	DB09039	Eliglustat
GLP1R	DB09043	Albiglutide
GLP1R	DB09045	Dulaglutide
LEPR	DB09046	Metreleptin
TOP2A	DB09047	Finafloxacin
TACR1	DB09048	Netupitant
OPRM1	DB09049	Naloxegol
CD3D	DB09052	Blinatumomab
CD19	DB09052	Blinatumomab
BTK	DB09053	Ibrutinib
PIK3CD	DB09054	Idelalisib
OXTR	DB09059	Atosiban
AVPR1B	DB09059	Atosiban
AVPR1A	DB09059	Atosiban
AVPR2	DB09059	Atosiban
CYP3A5	DB09061	Cannabidiol
CYP2D6	DB09061	Cannabidiol
CYP3A7	DB09061	Cannabidiol
GPR12	DB09061	Cannabidiol
AANAT	DB09061	Cannabidiol
NAAA	DB09061	Cannabidiol
TRPV2	DB09061	Cannabidiol
TRPV4	DB09061	Cannabidiol
ACAT1	DB09061	Cannabidiol
IDO1	DB09061	Cannabidiol
GPX1	DB09061	Cannabidiol
CAT	DB09061	Cannabidiol
GPR18	DB09061	Cannabidiol
VDAC1	DB09061	Cannabidiol
GLRA1	DB09061	Cannabidiol
GLRB	DB09061	Cannabidiol
GPR55	DB09061	Cannabidiol
TRPA1	DB09061	Cannabidiol
TRPM8	DB09061	Cannabidiol
CYP1A2	DB09061	Cannabidiol
TRPV3	DB09061	Cannabidiol
CNR2	DB09061	Cannabidiol
GLRA3	DB09061	Cannabidiol
CYP17A1	DB09061	Cannabidiol
CYP1B1	DB09061	Cannabidiol
SOD1	DB09061	Cannabidiol
CNR1	DB09061	Cannabidiol
CACNA1I	DB09061	Cannabidiol
CACNA1G	DB09061	Cannabidiol
CACNA1H	DB09061	Cannabidiol
TRPV1	DB09061	Cannabidiol
NQO1	DB09061	Cannabidiol
GSR	DB09061	Cannabidiol
ADORA1	DB09061	Cannabidiol
HMGCR	DB09061	Cannabidiol
HTR3A	DB09061	Cannabidiol
CHRNA7	DB09061	Cannabidiol
OPRD1	DB09061	Cannabidiol
OPRM1	DB09061	Cannabidiol
PPARG	DB09061	Cannabidiol
PTGS2	DB09061	Cannabidiol
PTGS1	DB09061	Cannabidiol
HTR1A	DB09061	Cannabidiol
HTR2A	DB09061	Cannabidiol
ALK	DB09063	Ceritinib
PPARA	DB09064	Ciprofibrate
FSHR	DB09066	Corifollitropin alfa
HTR7	DB09068	Vortioxetine
HTR3A	DB09068	Vortioxetine
HTR1B	DB09068	Vortioxetine
ADRB1	DB09068	Vortioxetine
SLC6A4	DB09068	Vortioxetine
SLC6A2	DB09068	Vortioxetine
HTR1A	DB09068	Vortioxetine
ACAA2	DB09069	Trimetazidine
ESR1	DB09070	Tibolone
MTNR1B	DB09071	Tasimelteon
MTNR1A	DB09071	Tasimelteon
CDK4	DB09073	Palbociclib
CDK6	DB09073	Palbociclib
PARP2	DB09074	Olaparib
PARP3	DB09074	Olaparib
PARP1	DB09074	Olaparib
F10	DB09075	Edoxaban
CHRM5	DB09076	Umeclidinium
CHRM4	DB09076	Umeclidinium
CHRM3	DB09076	Umeclidinium
CHRM2	DB09076	Umeclidinium
CHRM1	DB09076	Umeclidinium
FGFR4	DB09078	Lenvatinib
FGFR3	DB09078	Lenvatinib
RET	DB09078	Lenvatinib
FGFR2	DB09078	Lenvatinib
PDGFRA	DB09078	Lenvatinib
FLT4	DB09078	Lenvatinib
FGFR1	DB09078	Lenvatinib
FLT1	DB09078	Lenvatinib
KIT	DB09078	Lenvatinib
KDR	DB09078	Lenvatinib
FGFR3	DB09079	Nintedanib
LYN	DB09079	Nintedanib
FLT3	DB09079	Nintedanib
FGFR2	DB09079	Nintedanib
PDGFRB	DB09079	Nintedanib
PDGFRA	DB09079	Nintedanib
FLT4	DB09079	Nintedanib
FGFR1	DB09079	Nintedanib
FLT1	DB09079	Nintedanib
LCK	DB09079	Nintedanib
KDR	DB09079	Nintedanib
SRC	DB09079	Nintedanib
ADRB2	DB09080	Olodaterol
ADRB2	DB09082	Vilanterol
HCN2	DB09083	Ivabradine
RYR2	DB09085	Tetracaine
RYR1	DB09085	Tetracaine
SCN1A	DB09085	Tetracaine
SCN10A	DB09085	Tetracaine
SCN11A	DB09085	Tetracaine
SCN2A	DB09085	Tetracaine
SCN3A	DB09085	Tetracaine
SCN4A	DB09085	Tetracaine
SCN5A	DB09085	Tetracaine
SCN7A	DB09085	Tetracaine
SCN8A	DB09085	Tetracaine
SCN9A	DB09085	Tetracaine
TRPV3	DB09086	Eugenol
ESR2	DB09086	Eugenol
AR	DB09086	Eugenol
ESR1	DB09086	Eugenol
SCN1A	DB09088	Amylocaine
SCN10A	DB09088	Amylocaine
SCN11A	DB09088	Amylocaine
SCN2A	DB09088	Amylocaine
SCN3A	DB09088	Amylocaine
SCN4A	DB09088	Amylocaine
SCN5A	DB09088	Amylocaine
SCN7A	DB09088	Amylocaine
SCN8A	DB09088	Amylocaine
SCN9A	DB09088	Amylocaine
CACNA1G	DB09089	Trimebutine
CACNA1H	DB09089	Trimebutine
CACNA1I	DB09089	Trimebutine
KCNMA1	DB09089	Trimebutine
KCNMB1	DB09089	Trimebutine
KCNMB2	DB09089	Trimebutine
KCNMB3	DB09089	Trimebutine
KCNMB4	DB09089	Trimebutine
KCNN4	DB09089	Trimebutine
KCNN1	DB09089	Trimebutine
KCNN2	DB09089	Trimebutine
KCNN3	DB09089	Trimebutine
CACNA1C	DB09089	Trimebutine
CACNA1D	DB09089	Trimebutine
CACNA1F	DB09089	Trimebutine
CACNA1S	DB09089	Trimebutine
CACNB1	DB09089	Trimebutine
CACNB2	DB09089	Trimebutine
CACNB3	DB09089	Trimebutine
CACNB4	DB09089	Trimebutine
CACNA1A	DB09089	Trimebutine
CHRM4	DB09089	Trimebutine
OPRM1	DB09089	Trimebutine
CHRM3	DB09089	Trimebutine
CHRM2	DB09089	Trimebutine
CHRM1	DB09089	Trimebutine
CACNA1S	DB09090	Pinaverium
HDAC2	DB09091	Tixocortol
NR3C1	DB09091	Tixocortol
IDH3A	DB09092	Xanthinol
OGDH	DB09092	Xanthinol
MDH2	DB09092	Xanthinol
NNT	DB09092	Xanthinol
GAPDH	DB09092	Xanthinol
RPL3	DB09092	Xanthinol
ANXA3	DB09095	Difluocortolone
NR3C1	DB09095	Difluocortolone
SOD3	DB09096	Benzoyl peroxide
SOD1	DB09096	Benzoyl peroxide
SOD2	DB09096	Benzoyl peroxide
PRKCA	DB09096	Benzoyl peroxide
PRKCB	DB09096	Benzoyl peroxide
PRKCD	DB09096	Benzoyl peroxide
PRKCE	DB09096	Benzoyl peroxide
PRKCG	DB09096	Benzoyl peroxide
PRKCI	DB09096	Benzoyl peroxide
PRKCQ	DB09096	Benzoyl peroxide
PRKCZ	DB09096	Benzoyl peroxide
AZIN2	DB09096	Benzoyl peroxide
CAT	DB09096	Benzoyl peroxide
DRD1	DB09097	Quinagolide
DRD5	DB09097	Quinagolide
DRD2	DB09097	Quinagolide
GHR	DB09098	Somatrem
IGF1R	DB09098	Somatrem
SSTR4	DB09099	Somatostatin
SSTR1	DB09099	Somatostatin
SSTR3	DB09099	Somatostatin
SSTR5	DB09099	Somatostatin
SSTR2	DB09099	Somatostatin
THRA	DB09100	Thyroid, porcine
THRB	DB09100	Thyroid, porcine
KIT	DB09103	Ancestim
EPOR	DB09107	Methoxy polyethylene glycol-epoetin beta
VWF	DB09108	Simoctocog alfa
F9	DB09109	Turoctocog alfa
F10	DB09109	Turoctocog alfa
F2	DB09109	Turoctocog alfa
HBB	DB09112	Nitrous acid
HBA1	DB09112	Nitrous acid
MB	DB09112	Nitrous acid
ALDH3B2	DB09116	Calcium carbimide
LDHB	DB09118	Stiripentol
LDHA	DB09118	Stiripentol
GABRA1	DB09118	Stiripentol
GABRA2	DB09118	Stiripentol
GABRA3	DB09118	Stiripentol
GABRA4	DB09118	Stiripentol
GABRA5	DB09118	Stiripentol
GABRA6	DB09118	Stiripentol
GABRB1	DB09118	Stiripentol
GABRB2	DB09118	Stiripentol
GABRB3	DB09118	Stiripentol
GABRD	DB09118	Stiripentol
GABRE	DB09118	Stiripentol
GABRG1	DB09118	Stiripentol
GABRG2	DB09118	Stiripentol
GABRG3	DB09118	Stiripentol
GABRP	DB09118	Stiripentol
GABRQ	DB09118	Stiripentol
P2RX4	DB09119	Eslicarbazepine acetate
TRPV1	DB09120	Zucapsaicin
ADCY2	DB09121	Aurothioglucose
ADCY5	DB09121	Aurothioglucose
ADCY1	DB09121	Aurothioglucose
IFNAR1	DB09122	Peginterferon beta-1a
PGR	DB09123	Dienogest
AR	DB09123	Dienogest
PGR	DB09124	Medrogestone
LHCGR	DB09126	Chorionic Gonadotropin (Human)
ADRA2C	DB09128	Brexpiprazole
ADRA1B	DB09128	Brexpiprazole
HTR1A	DB09128	Brexpiprazole
HTR2A	DB09128	Brexpiprazole
DRD2	DB09128	Brexpiprazole
INSR	DB09129	Chromic chloride
TKT	DB09130	Copper
SERPINA7	DB09130	Copper
IAPP	DB09130	Copper
PARK7	DB09130	Copper
PEBP1	DB09130	Copper
ACTG1	DB09130	Copper
IGHG4	DB09130	Copper
HIST1H1E	DB09130	Copper
HIST1H2BC	DB09130	Copper
CLIC1	DB09130	Copper
HEPHL1	DB09130	Copper
SCO1	DB09130	Copper
APOC2	DB09130	Copper
APOC3	DB09130	Copper
HSPD1	DB09130	Copper
HSPA13	DB09130	Copper
RPS2	DB09130	Copper
HNRNPA2B1	DB09130	Copper
HNRNPH1	DB09130	Copper
HNRNPH3	DB09130	Copper
HNRNPL	DB09130	Copper
SFPQ	DB09130	Copper
SF3A2	DB09130	Copper
RACK1	DB09130	Copper
STIP1	DB09130	Copper
EEF1A1L14	DB09130	Copper
EIF6	DB09130	Copper
EIF4A1	DB09130	Copper
YWHAB	DB09130	Copper
HDGF	DB09130	Copper
PSME1	DB09130	Copper
PGAM1	DB09130	Copper
RANBP1	DB09130	Copper
AFM	DB09130	Copper
PRNP	DB09130	Copper
HTT	DB09130	Copper
TAC3	DB09130	Copper
C9	DB09130	Copper
CBX5	DB09130	Copper
IGLL1	DB09130	Copper
LRG1	DB09130	Copper
LUM	DB09130	Copper
SERPINF1	DB09130	Copper
SRSF1	DB09130	Copper
SERPINA6	DB09130	Copper
TTR	DB09130	Copper
UGDH	DB09130	Copper
SNCA	DB09130	Copper
APOA2	DB09130	Copper
PPBP	DB09130	Copper
KNG1	DB09130	Copper
AGT	DB09130	Copper
APOE	DB09130	Copper
SERPINF2	DB09130	Copper
RPSA	DB09130	Copper
SERPING1	DB09130	Copper
APOH	DB09130	Copper
AZGP1	DB09130	Copper
NEIL1	DB09130	Copper
BDNF	DB09130	Copper
APOA1	DB09130	Copper
CFL1	DB09130	Copper
S100A4	DB09130	Copper
PGLYRP2	DB09130	Copper
PRDX6	DB09130	Copper
C1QBP	DB09130	Copper
APOD	DB09130	Copper
ENO1	DB09130	Copper
NEIL2	DB09130	Copper
PRDX1	DB09130	Copper
APOBR	DB09130	Copper
ACTN1	DB09130	Copper
ANXA4	DB09130	Copper
PDIA3	DB09130	Copper
A1BG	DB09130	Copper
AHSG	DB09130	Copper
APOA4	DB09130	Copper
C4BPA	DB09130	Copper
C8B	DB09130	Copper
CFH	DB09130	Copper
CFI	DB09130	Copper
CLU	DB09130	Copper
HPR	DB09130	Copper
IGFALS	DB09130	Copper
ITIH2	DB09130	Copper
KRT1	DB09130	Copper
KRT10	DB09130	Copper
KRT2	DB09130	Copper
KRT9	DB09130	Copper
SERPINA4	DB09130	Copper
APLP1	DB09130	Copper
CYB5R3	DB09130	Copper
ACY1	DB09130	Copper
PON1	DB09130	Copper
VTN	DB09130	Copper
HSPA5	DB09130	Copper
PRDX2	DB09130	Copper
CLEC3B	DB09130	Copper
KRT8	DB09130	Copper
P4HB	DB09130	Copper
PTGES3	DB09130	Copper
HSPA8	DB09130	Copper
B2M	DB09130	Copper
GSN	DB09130	Copper
AKR1A1	DB09130	Copper
PGK1	DB09130	Copper
EEF1A1	DB09130	Copper
C4B	DB09130	Copper
S100A8	DB09130	Copper
IDH3A	DB09130	Copper
SERPIND1	DB09130	Copper
C5	DB09130	Copper
TUBA3C	DB09130	Copper
C1S	DB09130	Copper
AHCY	DB09130	Copper
S100A2	DB09130	Copper
APCS	DB09130	Copper
CALR	DB09130	Copper
C3	DB09130	Copper
LDHA	DB09130	Copper
GAPDH	DB09130	Copper
SERPINA1	DB09130	Copper
PPIA	DB09130	Copper
C1QC	DB09130	Copper
PKM	DB09130	Copper
GSS	DB09130	Copper
TF	DB09130	Copper
GOT1	DB09130	Copper
SERPINE1	DB09130	Copper
HSP90B1	DB09130	Copper
GPI	DB09130	Copper
ANXA5	DB09130	Copper
TUBB	DB09130	Copper
PLG	DB09130	Copper
SERPINC1	DB09130	Copper
HBB	DB09130	Copper
NME1	DB09130	Copper
APP	DB09130	Copper
HBA1	DB09130	Copper
GSR	DB09130	Copper
GLRA1	DB09130	Copper
IGHG1	DB09130	Copper
HSP90AA1	DB09130	Copper
F2	DB09130	Copper
CSTB	DB09131	Cupric Chloride
PROC	DB09131	Cupric Chloride
NOX1	DB09140	Oxygen
MT-CO1	DB09140	Oxygen
SERPINC1	DB09141	Protamine sulfate
F10	DB09141	Protamine sulfate
SMO	DB09143	Sonidegib
FTL	DB09147	Ferric pyrophosphate
HBB	DB09147	Ferric pyrophosphate
HBA1	DB09147	Ferric pyrophosphate
APP	DB09148	Florbetaben (18F)
APP	DB09149	Florbetapir (18F)
APP	DB09151	Flutemetamol (18F)
PTAFR	DB09166	Etizolam
GABRA1	DB09166	Etizolam
GABRA2	DB09166	Etizolam
GABRA3	DB09166	Etizolam
GABRA5	DB09166	Etizolam
GABRG1	DB09166	Etizolam
GABRG2	DB09166	Etizolam
GABRG3	DB09166	Etizolam
GABRA4	DB09166	Etizolam
GABRA6	DB09166	Etizolam
GABRB1	DB09166	Etizolam
GABRB2	DB09166	Etizolam
GABRB3	DB09166	Etizolam
GABRD	DB09166	Etizolam
GABRE	DB09166	Etizolam
GABRP	DB09166	Etizolam
GABRQ	DB09166	Etizolam
ADRA2A	DB09167	Dosulepin
ADRA2B	DB09167	Dosulepin
ADRA2C	DB09167	Dosulepin
ADRA1A	DB09167	Dosulepin
ADRA1B	DB09167	Dosulepin
ADRA1D	DB09167	Dosulepin
CHRM5	DB09167	Dosulepin
CHRM4	DB09167	Dosulepin
SLC6A4	DB09167	Dosulepin
CHRM3	DB09167	Dosulepin
SLC6A2	DB09167	Dosulepin
CHRM2	DB09167	Dosulepin
HTR1A	DB09167	Dosulepin
CHRM1	DB09167	Dosulepin
HTR2A	DB09167	Dosulepin
HRH1	DB09167	Dosulepin
OPRD1	DB09173	Butyrfentanyl
OPRK1	DB09173	Butyrfentanyl
OPRM1	DB09173	Butyrfentanyl
SLC6A2	DB09185	Viloxazine
SLC6A4	DB09186	Nisoxetine
CHRM1	DB09194	Etoperidone
CHRM2	DB09194	Etoperidone
CHRM3	DB09194	Etoperidone
CHRM4	DB09194	Etoperidone
CHRM5	DB09194	Etoperidone
ADRA2A	DB09194	Etoperidone
ADRA2B	DB09194	Etoperidone
ADRA2C	DB09194	Etoperidone
ADRA1A	DB09194	Etoperidone
ADRA1B	DB09194	Etoperidone
ADRA1D	DB09194	Etoperidone
HTR2C	DB09194	Etoperidone
HTR2A	DB09194	Etoperidone
DRD2	DB09194	Etoperidone
ADRA2A	DB09195	Lorpiprazole
ADRA2B	DB09195	Lorpiprazole
ADRA2C	DB09195	Lorpiprazole
ADRA1A	DB09195	Lorpiprazole
ADRA1B	DB09195	Lorpiprazole
ADRA1D	DB09195	Lorpiprazole
HTR2C	DB09195	Lorpiprazole
SLC6A4	DB09195	Lorpiprazole
HTR2A	DB09195	Lorpiprazole
HRH1	DB09195	Lorpiprazole
PPARG	DB09198	Lobeglitazone
PPARG	DB09201	Ciglitazone
ADRA2A	DB09202	Cirazoline
ADRA2B	DB09202	Cirazoline
ADRA2C	DB09202	Cirazoline
ADRA1D	DB09202	Cirazoline
ADRA1B	DB09202	Cirazoline
ADRA1A	DB09202	Cirazoline
ADRA1A	DB09203	Synephrine
ADRA1B	DB09203	Synephrine
ADRA1D	DB09203	Synephrine
ADRA1A	DB09204	Arotinolol
ADRA1B	DB09204	Arotinolol
ADRA1D	DB09204	Arotinolol
ADRB1	DB09204	Arotinolol
ADRB2	DB09204	Arotinolol
ADRA1A	DB09205	Moxisylyte
ADRA1B	DB09205	Moxisylyte
ADRA1D	DB09205	Moxisylyte
ADRA2A	DB09205	Moxisylyte
ADRA2B	DB09205	Moxisylyte
ADRA2C	DB09205	Moxisylyte
DRD3	DB09207	AS-8112
DRD2	DB09207	AS-8112
OPRD1	DB09209	Pholcodine
OPRK1	DB09209	Pholcodine
OPRM1	DB09209	Pholcodine
PTGER4	DB09211	Limaprost
PTGER2	DB09211	Limaprost
PTGER3	DB09211	Limaprost
PTGER1	DB09211	Limaprost
PTGS2	DB09212	Loxoprofen
PTGS1	DB09212	Loxoprofen
FABP2	DB09213	Dexibuprofen
THBD	DB09213	Dexibuprofen
GP1BA	DB09213	Dexibuprofen
S100A7	DB09213	Dexibuprofen
PLAT	DB09213	Dexibuprofen
SLC15A1	DB09213	Dexibuprofen
BCL2	DB09213	Dexibuprofen
CFTR	DB09213	Dexibuprofen
PPARA	DB09213	Dexibuprofen
PTGS2	DB09213	Dexibuprofen
PPARG	DB09213	Dexibuprofen
PTGS1	DB09213	Dexibuprofen
PTGS2	DB09214	Dexketoprofen
PTGS1	DB09214	Dexketoprofen
PTGS2	DB09215	Droxicam
PTGS1	DB09215	Droxicam
PTGS2	DB09216	Tolfenamic acid
PTGS1	DB09216	Tolfenamic acid
PTGS2	DB09217	Firocoxib
ABCC9	DB09220	Nicorandil
IL3	DB09221	Polaprezinc
NGF	DB09221	Polaprezinc
IL6	DB09221	Polaprezinc
PDGFRB	DB09221	Polaprezinc
FLT1	DB09221	Polaprezinc
HSP90AB1	DB09221	Polaprezinc
TNF	DB09221	Polaprezinc
HSP90AA1	DB09221	Polaprezinc
DRD3	DB09223	Blonanserin
HTR2A	DB09223	Blonanserin
DRD2	DB09223	Blonanserin
DRD2	DB09224	Melperone
DRD1	DB09225	Zotepine
DRD5	DB09225	Zotepine
HTR6	DB09225	Zotepine
HTR7	DB09225	Zotepine
SLC6A4	DB09225	Zotepine
SLC6A2	DB09225	Zotepine
HTR2A	DB09225	Zotepine
DRD2	DB09225	Zotepine
CACNA1C	DB09227	Barnidipine
KLKB1	DB09228	Conestat alfa
F12	DB09228	Conestat alfa
C1S	DB09228	Conestat alfa
C1R	DB09228	Conestat alfa
PLAT	DB09228	Conestat alfa
F11	DB09228	Conestat alfa
F2	DB09228	Conestat alfa
CACNA1F	DB09229	Aranidipine
ADRA1A	DB09229	Aranidipine
ADRA1B	DB09229	Aranidipine
ADRA1D	DB09229	Aranidipine
ADRA2A	DB09229	Aranidipine
ADRA2B	DB09229	Aranidipine
ADRA2C	DB09229	Aranidipine
CACNA1S	DB09229	Aranidipine
CACNA1D	DB09229	Aranidipine
CACNA1C	DB09229	Aranidipine
CACNB1	DB09230	Azelnidipine
CACNA1G	DB09231	Benidipine
CACNA1H	DB09231	Benidipine
CACNA1I	DB09231	Benidipine
CACNA1C	DB09231	Benidipine
CACNA1D	DB09231	Benidipine
CACNA1F	DB09231	Benidipine
CACNA1S	DB09231	Benidipine
CACNB1	DB09231	Benidipine
CACNB2	DB09231	Benidipine
CACNB3	DB09231	Benidipine
CACNB4	DB09231	Benidipine
CACNA1A	DB09231	Benidipine
CACNA1B	DB09231	Benidipine
CACNA1C	DB09232	Cilnidipine
CACNA1D	DB09232	Cilnidipine
CACNA1F	DB09232	Cilnidipine
CACNA1S	DB09232	Cilnidipine
CACNB1	DB09232	Cilnidipine
CACNB2	DB09232	Cilnidipine
CACNB3	DB09232	Cilnidipine
CACNB4	DB09232	Cilnidipine
CACNA1A	DB09232	Cilnidipine
CACNA1B	DB09232	Cilnidipine
CACNA1I	DB09235	Efonidipine
CACNA1C	DB09235	Efonidipine
CACNA1C	DB09236	Lacidipine
CACNA1D	DB09236	Lacidipine
CACNA1F	DB09236	Lacidipine
CACNA1S	DB09236	Lacidipine
CACNB1	DB09236	Lacidipine
CACNB2	DB09236	Lacidipine
CACNB3	DB09236	Lacidipine
CACNB4	DB09236	Lacidipine
CACNA1A	DB09236	Lacidipine
CACNA1D	DB09237	Levamlodipine
CACNA1C	DB09237	Levamlodipine
NOS3	DB09237	Levamlodipine
NOS2	DB09237	Levamlodipine
CACNA1G	DB09238	Manidipine
CACNA1H	DB09238	Manidipine
CACNA1I	DB09238	Manidipine
CACNA1C	DB09238	Manidipine
CACNA1D	DB09238	Manidipine
CACNA1F	DB09238	Manidipine
CACNA1S	DB09238	Manidipine
CACNB1	DB09238	Manidipine
CACNB2	DB09238	Manidipine
CACNB3	DB09238	Manidipine
CACNB4	DB09238	Manidipine
CACNA1A	DB09238	Manidipine
ADRA1A	DB09239	Niguldipine
GUCY1A2	DB09241	Methylene blue
NOS1	DB09241	Methylene blue
NISCH	DB09242	Moxonidine
ADRA2A	DB09242	Moxonidine
MAOA	DB09244	Pirlindole
ADRA2A	DB09244	Pirlindole
HTR1A	DB09244	Pirlindole
MAOA	DB09245	Toloxatone
TYMS	DB09256	Tegafur
DPYD	DB09257	Gimeracil
SERPIND1	DB09258	Bemiparin
SERPINC1	DB09258	Bemiparin
F10	DB09258	Bemiparin
CHRM3	DB09262	Imidafenacin
CHRM2	DB09262	Imidafenacin
CHRM1	DB09262	Imidafenacin
GLP1R	DB09265	Lixisenatide
MRC1	DB09266	Technetium Tc-99m tilmanocept
NDUFV3	DB09270	Ubidecarenone
SDHA	DB09270	Ubidecarenone
